,Force / N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time / s,9.99g try 1,9.99g try 2,9.99g try 3,20.18 try 1,20.18 try 2,20.18 try 3,30.26 try 1,30.26 try 2,30.26 try 3,40.31 try 1,40.31 try 2,40.31 try 3,50.48 try 1,50.48 try 2,50.48 try 3,60.51 try 1,60.51 try 2,60.51 try 3,70.59 try 1,70.59 try 2,70.59 try 3,80.81 try 1,80.81 try 2,80.81 try 3,91.21 try 1,91.21 try 2,91.21 try 3,100.95 try 1,100.95 try 2,100.95 try 3
0.61,0.7275257678,0.9758889372,0.5848507987,-0.9089283621,-0.1041595887,4.007840641,-1.423943267,4.505759569,4.738877556,-6.092967559,1.316987615,-7.297830678,0.1715104309,1.411908867,-0.06577129332,3.21968548,1.321999735,-0.1895490465,-0.1114705306,-2.482639634,1.914163289,5.600288672,-6.286702431,-10.4123931,-8.737488617,7.904944095,-8.045418557,8.043347386,6.024472419,6.769784478
0.62,0.7603003142,1.372794661,1.511599745,-1.310855571,-0.1724265593,4.397809352,-1.426681197,4.36989916,4.547855586,-6.627918035,1.428713011,-7.779567175,-0.6013993566,1.05390716,0.1914534039,2.7067294,1.209462585,-0.157747057,-0.1013676573,-2.386340769,1.846467376,5.441805215,-6.028581358,-10.36133467,-8.690159673,7.872224095,-8.137720407,8.055397932,6.182961715,6.82643222
0.63,0.7599533391,1.711030806,2.373186282,-1.682356232,-0.2367487191,4.681924308,-1.407298314,4.166716868,4.287444613,-7.084200151,1.523635735,-8.170483176,-1.368638693,0.6861758424,0.4468472173,2.172255947,1.087310711,-0.1246927295,-0.09057907887,-2.273738211,1.766140979,5.250653271,-5.734269237,-10.24809066,-8.596401886,7.797456728,-8.186544926,8.028711025,6.311451617,6.849967987
0.64,0.7264999582,1.976142063,3.132468926,-2.014807362,-0.2956544923,4.853346958,-1.366095152,3.899342881,3.961617864,-7.456398185,1.600639426,-8.466015038,-2.122973461,0.3121097881,0.6979677958,1.620513963,0.956515168,-0.09064847907,-0.07917777496,-2.14560127,1.673733559,5.027980373,-5.405532897,-10.07334073,-8.456716173,7.681041345,-8.191631259,7.963415,6.409318696,6.840277616
0.65,0.6613975257,2.156798284,3.756716336,-2.300492367,-0.3477962202,4.90795122,-1.30371057,3.571896316,3.575346647,-7.740094428,1.658818469,-8.66271265,-2.857291218,-0.06483764613,0.9424136537,1.055889566,0.8181157276,-0.05588457947,-0.06724087014,-2.002805391,1.569877216,4.77512328,-5.044345822,-9.838133666,-8.271848833,7.523599745,-8.152952232,7.859823858,6.476088109,6.797408112
0.66,0.5674821466,2.245278706,4.219018304,-2.532780153,-0.3919809937,4.844422787,-1.221111844,3.189421755,3.134524502,-7.931921622,1.697488635,-8.758279719,-3.564668256,-0.4411865029,1.177847136,0.4828712863,0.6732126072,-0.02067701784,-0.05484911201,-1.846326168,1.455282363,4.493599956,-4.652876307,-9.543881116,-8.042787555,7.325972863,-8.070714494,7.718435756,6.511435893,6.721567415
0.67,0.4488451257,2.23780191,4.499445802,-2.706279036,-0.4271979441,4.664290767,-1.119579677,2.757811534,2.645877284,-8.029602922,1.716195138,-8.751600573,-4.238434887,-0.8134623508,1.402016775,-0.09398561939,0.5229577266,0.01469469656,-0.04208632507,-1.677232679,1.330732869,4.185100453,-4.233474438,-9.192349093,-7.770756142,7.089216268,-7.945357417,7.539930614,6.515190542,6.613123394
0.68,0.3106547347,2.134687435,4.585910095,-2.816961898,-0.4526413708,4.371890875,-1.000688332,2.283714962,2.116860538,-8.031978926,1.714717974,-8.642753186,-4.872238325,-1.178228361,1.612778817,-0.6700953785,0.3685455495,0.04994975124,-0.02903884367,-1.496680187,1.197080697,3.851476769,-3.788657988,-8.785647386,-7.457207975,6.814594531,-7.777550745,7.32516684,6.48733384,6.472602063
0.69,0.1589310631,1.940342119,4.474683858,-2.862259656,-0.4677291737,3.974261076,-0.8662812296,1.774435886,1.555545747,-7.939021433,1.693074517,-8.433008267,-5.460102588,-1.532117033,1.80811773,-1.240878158,0.2112035885,0.08480825988,-0.01579492796,-1.305902243,1.055240073,3.494731729,-3.321097298,-8.326216893,-7.103818245,6.503574472,-7.568191017,7.075177209,6.428000945,6.300685029
0.7,0.0002837608294,1.663071761,4.170561859,-2.841120892,-0.4721161709,3.480972183,-0.7184423637,1.237820169,0.9704971836,-7.751833778,1.651519309,-8.124814428,-5.996484844,-1.871861288,1.986165471,-1.801796472,0.05218264685,0.1189934843,-0.002444166881,-1.106202259,0.9061812374,3.117006961,-2.83359925,-7.816814978,-6.712475004,6.15781732,-7.318396777,6.791163891,6.337479737,6.098206183
0.71,-0.1583759031,1.314726156,3.686654263,-2.754036264,-0.4657019959,2.903897488,-0.5594639883,0.6821348152,0.3706412394,-7.472637735,1.590541068,-7.721769596,-6.476327673,-2.194324625,2.145219357,-2.348391253,-0.1072531252,0.1522340315,0.01092312785,-0.8989446017,0.750923805,2.720570038,-2.329090413,-7.260498916,-6.285269079,5.779169843,-7.0295026,6.474492673,6.216209421,5.866147661
0.72,-0.3101361212,0.910192666,3.043821478,-2.603027111,-0.4486333933,2.256926982,-0.3918110764,0.1159406149,-0.2348697714,-7.104747151,1.510856942,-7.228579011,-6.895106751,-2.496530083,2.283758343,-2.876317301,-0.2658362795,0.184266008,0.02421653269,-0.6855452752,0.590529791,2.307800868,-1.810599477,-6.660607546,-5.824482898,5.369654486,-6.703051958,6.126686387,6.064778394,5.605635075
0.73,-0.4483856515,0.4667599714,2.269774894,-2.391598539,-0.4213008623,1.555633021,-0.2180831007,-0.4520397458,-0.8367972517,-6.652528607,1.413404072,-6.651000297,-7.24887351,-2.775687716,2.400457569,-3.381377822,-0.4223061458,0.2148351152,0.03734612391,-0.4674622424,0.4260963463,1.881177406,-1.28123907,-6.020741235,-5.332578301,4.931458564,-6.340788975,5.749417595,5.88392139,5.317932056
0.74,-0.5671018281,0.003379201763,1.397882301,-2.124658063,-0.3843297223,0.8168955088,-0.04097372802,-1.013056063,-1.42595728,-6.121349595,1.299328573,-5.995776242,-7.534292367,-3.029220358,2.494201031,-3.859557795,-0.575418854,0.2436986682,0.05022308593,-0.2461854659,0.2587482535,1.443260776,-0.7441870715,-5.344740265,-4.812183382,4.466922584,-5.944649112,5.344500536,5.674515919,5.004434121
0.75,-0.6611129309,-0.4601459859,0.4657294577,-1.808401693,-0.3385658066,0.05849560341,0.1367709457,-1.55846542,-1.993360736,-5.517514806,1.169972052,-5.270556086,-7.748672176,-3.254787409,2.564092255,-4.307055888,-0.7239572215,0.270627522,0.06276031206,-0.02322672835,0.089630232,0.9966798997,-0.2026675365,-4.636661789,-4.266078451,3.978527738,-5.516748821,4.913882409,5.437578003,4.66666191
0.76,-0.7263234853,-0.9040057627,-0.4865001647,-1.450170126,-0.2850561117,-0.701312271,0.3123949744,-2.079865338,-2.530350447,-4.848191301,1.026855835,-4.483806221,-7.8899916,-3.450306448,2.609462864,-4.720314679,-0.8667404301,0.2954078912,0.07487299379,0.1998906963,-0.08010089165,0.5441157099,0.3400686614,-3.900755478,-3.697181178,3.468882658,-5.059374242,4.459634004,5.174257253,4.306253805
0.77,-0.7598926758,-1.309230747,-1.41775762,-1.058278349,-0.2250248436,-1.444239801,0.4831752926,-2.569223222,-3.028733284,-4.121323444,0.8716630682,-3.644711348,-7.956918173,-3.613972453,2.629878976,-5.09604893,-1.002633413,0.3178430469,0.08647919444,0.4216424498,-0.2492840972,0.08828506057,0.8807633439,-3.141438019,-3.108531006,2.940709473,-4.574968986,3.983939749,4.885831288,3.924957985
0.78,-0.7603581031,-1.658502704,-2.287898034,-0.6418226473,-0.1598454102,-2.152404976,0.6464639371,-3.019000114,-3.480905158,-3.345538603,0.7062189288,-2.763067258,-7.94882086,-3.74427447,2.625145349,-5.431271711,-1.130555877,0.3377548788,0.09750040345,0.6405135046,-0.4167621122,-0.3680755856,1.416170589,-2.363266604,-2.50327291,2.396829281,-4.066121081,3.489087202,4.573699533,3.524623945
0.79,-0.7276994916,-1.936894684,-3.059411182,-0.2104694629,-0.09100900007,-2.808762505,0.7997291036,-3.42226683,-3.879967049,-2.530044756,0.5324691563,-1.849166472,-7.865776009,-3.840009557,2.595307253,-5.723318141,-1.249490891,0.3549853087,0.1078620675,0.8550085141,-0.5813893284,-0.822226584,1.943076216,-1.570911581,-1.8846406,1.84014707,-3.535549145,2.977456048,4.239376436,3.107193528
0.8,-0.6633395722,-2.132508957,-3.699038487,0.2257689732,-0.02009046706,-3.397514089,0.9405944027,-3.772810716,-4.21983026,-1.684521198,0.3524571708,-0.9136780817,-7.708566629,-3.900293895,2.54065003,-5.969866571,-1.358492973,0.3693975461,0.1174940946,1.063662029,-0.742039638,-1.271441555,2.458317081,-0.7691284247,-1.255939236,1.273636208,-2.98608786,2.451506661,3.884484115,2.674691501
0.81,-0.5700821035,-2.236985491,-4.17920674,0.6567670373,0.05128769985,-3.904488679,1.066875706,-4.065231355,-4.495309322,-0.8190036503,0.1683000403,0.03247680096,-7.47867501,-3.92457094,2.461696373,-6.168957044,-1.456695601,0.3808771735,0.1263313287,1.265048511,-0.8976141368,-1.713023752,2.958800069,0.03727080686,-0.6205277752,0.7003225618,-2.420672828,1.91376827,3.510744486,2.229215741
0.82,-0.4519897292,-2.245859237,-4.479216731,1.072520741,0.1214924961,-4.317483572,1.176615012,-4.295023768,-4.702201107,0.05623484922,-0.01783641749,0.9782525418,-7.178268746,-3.912616569,2.359201321,-6.319006874,-1.543318104,0.3893330555,0.1343139899,1.457792068,-1.04704864,-2.144322249,3.441520657,0.8434463504,0.01819897385,0.1232683307,-1.842324888,1.366826795,3.119970916,1.772927049
0.83,-0.314206994,-2.158750956,-4.586135556,1.463379937,0.1889177616,-4.626558123,1.268110802,-4.458647814,-4.83734896,0.9308058838,-0.2037631064,1.912607933,-6.810180296,-3.864541144,2.234145042,-6.418823227,-1.61767187,0.3946980617,0.1413880793,1.64057586,-1.189320965,-2.562747856,3.903580955,1.644559785,0.6568284914,-0.454444305,-1.254133973,0.813312412,2.714059415,1.30803868
0.84,-0.1627362287,-1.979383422,-4.495354132,1.820272308,0.2520209271,-4.824273014,1.339944427,-4.553582729,-4.898690858,1.794328959,-0.3872933974,2.824635089,-6.377880278,-3.780788494,2.08772346,-6.467612604,-1.679165817,0.3969295997,0.1475057439,1.812151092,-1.323457917,-2.965788661,4.342207103,2.435803072,1.291948777,-1.029729649,-0.6592426074,0.2558869061,2.294979445,0.8368055984
0.85,-0.004176065381,-1.715422326,-4.210785887,2.13491395,0.3093583053,-4.905869316,1.391002101,-4.578365964,-4.885290878,2.63655471,-0.5662688447,3.703686792,-5.885444746,-3.66213182,1.921336816,-6.46498715,-1.727311094,0.3960099537,0.1526256006,1.971345546,-1.448541955,-3.351025111,4.75476592,3.21242741,1.920166578,-1.599514969,-0.06082911167,-0.3027691294,1.86476436,0.3615135468
0.86,0.1545660229,-1.37814866,-3.744698058,2.400001647,0.3596181195,-4.869383034,1.420492169,-4.532615713,-4.797353469,3.447486556,-0.7385845708,4.539500785,-5.337516757,-3.509666552,1.736576277,-6.410967737,-1.761724967,0.3919464246,0.1567130158,2.117071592,-1.563717457,-3.71614454,5.138780716,3.969771735,2.538125521,-2.16075691,0.5379093752,-0.8599691842,1.425501538,-0.1155320457
0.87,0.306574638,-0.9819765999,-3.117182872,2.609382393,0.4016505154,-4.71569238,1.427957386,-4.417036795,-4.636220338,4.217499352,-0.9022140212,5.322319579,-4.739262594,-3.324800242,1.535208723,-6.305983796,-1.782133858,0.3847712723,0.1597403402,2.248333616,-1.668196585,-4.058955044,5.491946156,4.703290696,3.142524043,-2.710457749,1.133773978,-1.413033749,0.9793222605,-0.5920172439
0.88,0.4452277167,-0.5438374815,-2.355291408,2.758196206,0.4344938669,-4.448496636,1.413282004,-4.233409799,-4.404349977,4.93745363,-1.055232798,6.043004363,-4.096323053,-3.109239565,1.319159849,-6.150869906,-1.788375526,0.3745414597,0.1616870953,2.364234824,-1.761264664,-4.37739865,5.812142101,5.408581937,3.730133026,-3.245681408,1.723581176,-1.959303203,0.5283913642,-1.065630831
0.89,0.5644850132,-0.08245620122,-1.491867468,2.842988937,0.457396777,-4.07422711,1.376693564,-3.984563649,-4.105280153,5.598804079,-1.195841292,6.693141695,-3.414760257,-2.864974565,1.090495746,-5.946859158,-1.780400352,0.3613382003,0.1625401121,2.46398337,-1.842285077,-4.669563662,6.097446337,6.081412513,4.29781306,-3.763569133,2.304179812,-2.4961506,0.07489674157,-1.534075518
0.9,0.6591512342,0.382449037,-0.5641317423,2.861792444,0.4698352682,-3.601892342,1.318759374,-3.674332025,-3.743573931,6.193700969,-1.322385849,7.265141718,-2.701000501,-2.594260282,0.8514031468,-5.695573352,-1.758271736,0.3452663133,0.1622936205,2.546897762,-1.910703614,-4.933696142,6.346146113,6.7177443,4.842531203,-4.261354766,2.872467924,-3.020994305,-0.378961276,-1.995079089
0.91,0.7251023655,0.8310094245,0.3879227125,2.814170275,0.4715247701,-3.042861266,1.240377709,-3.3074943,-3.324750051,6.715083328,-1.433378215,7.752326769,-1.961773654,-2.299595936,0.6041685129,-5.399010106,-1.722165591,0.3264533918,0.1609492878,2.612411521,-1.966052269,-5.168210439,6.556748422,7.313758228,5.361377194,-4.73637952,3.425409327,-3.531310408,-0.8309805939,-2.446405423
0.92,0.7594653295,1.244054688,1.3232545,2.701227797,0.4624266298,-2.410589568,1.142763883,-2.88970191,-2.855198727,7.156762741,-1.527513042,8.149009336,-1.204049711,-1.98370185,0.3511561684,-5.059526975,-1.672368946,0.3050487898,0.1585162079,2.660077052,-2.007952439,-5.371698706,6.727988969,7.865877202,5.851579001,-5.186106176,3.960049823,-4.024644858,-1.278968039,-2.885865335
0.93,0.7607431472,1.603932375,2.201543111,2.525586544,0.4427489965,-1.720295809,1.027431406,-2.427391289,-2.342084147,7.513496808,-1.603683237,8.450558453,-0.4349730693,-1.649494341,0.09478568989,-4.679822709,-1.609277662,0.2812224363,0.1550108392,2.6895687,-2.036117511,-5.542939352,6.858839754,8.370787573,6.310517624,-5.608132642,4.473532994,-4.498625269,-1.72075,-3.311327203
0.94,0.728880152,1.895262276,2.984927065,2.291323361,0.4129420593,-0.9885951235,0.8961685183,-1.927684712,-1.79323517,7.781051368,-1.660992986,8.653453765,0.3382048295,-1.300058795,-0.1624912315,-4.262915797,-1.533393291,0.2551634861,0.1504568942,2.700684975,-2.050354826,-5.68090438,6.948515248,8.825459021,6.735741098,-6.000204777,4.963115457,-4.950972325,-2.154182976,-3.7207273
0.95,0.665264415,2.105593727,3.639636055,2.003875782,0.3736877474,-0.2330992938,0.751010462,-1.39828057,-1.217025869,7.95625075,-1.698768285,8.755326625,1.108193876,-0.9386211788,-0.4182142366,-3.812120478,-1.44531908,0.2270788188,0.1448851781,2.69334993,-2.050566996,-5.78476555,6.996477108,9.227162748,7.124977583,-6.360228432,5.426181525,-5.379510743,-2.577163973,-4.11207981
0.96,0.5726672753,2.225937723,4.137446728,1.669915814,0.3258841293,0.5280071557,0.594207925,-0.8473347678,-0.62224777,8.037015471,-1.71656487,8.754987744,1.867734025,-0.5685182656,-0.6699378263,-3.331020386,-1.345755184,0.1971913956,0.1383333809,2.667613678,-2.03675257,-5.853899359,7.002437405,9.573487848,7.47614751,-6.686280639,5.860257177,-5.782179733,-2.987640709,-4.483486456
0.97,0.4551226103,2.251151085,4.456899339,1.297195073,0.270624866,1.276404655,0.4281921439,-0.2833350778,-0.01797571262,8.022386914,-1.714173441,8.652441079,2.609663756,-0.193166824,-0.9152547481,-2.823440067,-1.235493093,0.1657384899,0.1308458225,2.623652052,-2.009006043,-5.88789078,6.96636036,9.862355785,7.787374685,-6.976619877,6.263023283,-6.157042907,-3.383621574,-4.833145711
0.98,0.3177511044,2.18015626,4.584222848,0.894364859,0.2091741905,1.994079534,0.2555372074,0.2850296217,0.5865706096,7.91253871,-1.691622122,8.448883784,3.326987589,0.1839679227,-1.151819017,-2.293414574,-1.115409346,0.1329698029,0.1224731529,2.561765401,-1.967517212,-5.886535754,6.888462551,10.09203286,8.056996318,-7.229695377,6.632327985,-6.502297593,-3.763185291,-5.159361533
0.99,0.1665371737,2.015987377,4.513928561,0.4707753514,0.1429379843,2.663757605,0.07892014492,0.8490032059,1.182167318,7.708774673,-1.649176134,8.146692234,4.012942048,0.559404288,-1.377368351,-1.745157388,-0.9864585588,0.09914548215,0.1132720092,2.482376541,-1.912569873,-5.849842416,6.769211619,10.26114062,8.283571904,-7.444155405,6.966198204,-6.816283502,-4.124490237,-5.460551594
1,0.008068261626,1.765660576,4.249046743,0.03625857649,0.07343161295,3.269319949,-0.09892058107,1.399897199,1.759727084,7.413513328,-1.58733467,7.749394285,4.661059433,0.9296762647,-1.589745804,-1.183026927,-0.8496658361,0.06453405538,0.1033046328,2.386027863,-1.844539888,-5.778031044,6.609323455,10.36866414,8.465890919,-7.61885448,7.262850173,-7.097490712,-4.465783379,-5.735254957
1.01,-0.150752134,1.439874156,3.800995982,-0.399099804,0.002245257874,3.796190889,-0.2752275351,1.929224626,2.310437777,7.030259203,-1.506825031,7.261628086,5.265228798,1.291365523,-1.786920394,-0.6114918935,-0.7061186233,0.02941029925,0.09263844857,2.273377631,-1.763892603,-5.67153274,6.409757907,10.41395808,8.602979288,-7.752859494,7.520698973,-7.344566933,-4.785408782,-5.982139159
1.02,-0.3030052037,1.052551359,3.18909096,-0.8251945936,-0.06899246468,4.231688821,-0.4472670629,2.428830764,2.825896917,6.563561234,-1.408594066,6.689087935,5.819753575,1.641132968,-1.967006524,-0.03509575383,-0.5569580611,-0.005946942282,0.08134560817,2.14519548,-1.671179676,-5.530986838,6.171713016,10.39675062,8.694104592,-7.845454695,7.738366997,-7.556324004,-5.081815641,-6.200006673
1.03,-0.4420582349,0.6202453277,2.439709828,-1.232135615,-0.1386517632,4.565331462,-0.6123716771,2.89101877,3.298239874,6.018958772,-1.29379704,6.038457799,6.319405282,1.975749566,-2.128282017,0.5415793825,-0.4033699139,-0.04125697164,0.06950250246,2.002357162,-1.567035294,-5.357237072,5.896617825,10.31714502,8.738779975,-7.896145511,7.914691312,-7.73174361,-5.353565806,-6.387800721
1.04,-0.5618535584,0.1614316668,1.58515709,-1.610477273,-0.2051389578,4.789088148,-0.7679814167,3.308668258,3.720259868,5.402915835,-1.163784048,5.317333288,6.759472821,2.292126157,-2.269204583,1.113949188,-0.2465751435,-0.07623946605,0.05718924455,1.845838562,-1.452171842,-5.151326502,5.586123795,10.17561905,8.736766751,-7.90466119,8.048729871,-7.869982179,-5.599340759,-6.5446104
1.05,-0.6571724423,-0.3042811526,0.6622710147,-1.951437799,-0.2669329405,4.897573132,-0.9116835396,3.675344995,4.085517918,4.722744385,-1.020084135,4.534132979,7.135806902,2.587341969,-2.388426568,1.67746356,-0.08782020335,-0.110616703,0.04448912792,1.676709029,-1.327375027,-4.914491261,5.242094899,9.973022106,8.688075675,-7.870956249,8.139766548,-7.970374938,-5.817948014,-6.669675095
1.06,-0.7238624402,-0.7569898079,-0.2891644011,-2.247103085,-0.3226199756,4.888175218,-1.041249932,3.985400025,4.388441091,3.986517541,-0.8643873121,3.698000136,7.444859159,2.858671587,-2.484807843,2.227642795,0.07163287094,-0.1441157652,0.03148806298,1.49612407,-1.193498501,-4.648153127,4.866596427,9.710570118,8.59296689,-7.795210713,8.187314962,-8.032439111,-6.008326901,-6.762388172
1.07,-0.7590182865,-1.17734674,-1.228134448,-2.490610381,-0.3709260436,4.761120611,-1.154671656,4.234056696,4.624407533,3.202973758,-0.6985246845,2.81869597,7.683715612,3.103610111,-2.557426707,2.760113196,0.2305164937,-0.1764707068,0.01827399589,1.305317458,-1.051458028,-4.353910995,4.461882588,9.389838239,8.451948531,-7.677829156,8.191121075,-8.055876237,-6.16955371,-6.822299923
1.08,-0.7611084613,-1.547387016,-2.114161775,-2.676307586,-0.4107459881,4.519467472,-1.250190099,4.417484247,4.789816979,2.381413106,-0.5244469137,1.906485685,7.850124141,3.319896283,-2.605588699,3.270641845,0.3875676062,-0.2074246652,0.004936313702,1.105592801,-0.9022252139,-4.033531271,4.030382977,9.012751406,8.265774018,-7.519438541,8.151164554,-8.040573612,-6.300846179,-6.849119742
1.09,-0.7300419088,-1.851296102,-2.909051301,-2.799884444,-0.4411688002,4.169032308,-1.326324239,4.532856827,4.882145691,1.531586887,-0.3442012771,0.9720186387,7.942515719,3.50553336,-2.628833243,3.755170251,0.5415377173,-0.2367319002,-0.008434760362,0.8983146356,-0.7468208633,-3.688937274,3.574687992,8.581572779,8.035438022,-7.320884869,8.067658874,-7.986604823,-6.401567284,-6.842717537
1.1,-0.6671720041,-2.076085735,-3.578536736,-2.858472585,-0.4614984603,3.718249972,-1.381893609,4.578397026,4.899984962,0.6635818934,-0.1599075905,0.02620401813,7.960019208,3.658807553,-2.62693805,4.209846615,0.6912028288,-0.2641597445,-0.02174877718,0.6848991046,-0.5863079965,-3.322197684,3.097533281,8.098890161,7.762171158,-7.08322866,7.94105018,-7.894229399,-6.471228331,-6.803124365
1.11,-0.575237595,-2.212149008,-4.093757737,-2.850712108,-0.4712698624,3.177970641,-1.416036602,4.55340326,4.843062609,-0.2122993141,0.02626672212,-0.9199165143,7.902469572,3.778303841,-2.599921242,4.631056448,0.8353731652,-0.2894904512,-0.03491567362,0.4668042819,-0.4217845777,-2.93551413,2.601783322,7.567600466,7.447433406,-6.807739291,7.772014903,-7.763891564,-6.509491328,-6.730532272
1.12,-0.4582436877,-2.253670938,-4.432504032,-2.776783143,-0.4702594541,2.561198652,-1.428223828,4.458260578,4.712247126,-1.08566069,0.2121321196,-1.855297725,7.770409433,3.862919044,-2.548041185,5.015451309,0.9729026323,-0.3125229224,-0.04784638171,0.2455202107,-0.2543760047,-2.531207967,2.090414221,6.990892334,7.092906314,-6.495888215,7.561456146,-7.596218097,-6.516170626,-6.625293371
1.13,-0.3212869739,-2.198876989,-4.580172863,-2.63840167,-0.4584903519,1.882779494,-1.418266322,4.294434732,4.509534434,-1.946136097,0.3955026936,-2.769019754,7.565083954,3.911871996,-2.47179401,5.359975417,1.102697928,-0.3330743056,-0.06045343122,0.02255872362,-0.08522741077,-2.111706345,1.566495853,6.372226991,6.70048401,-6.149341099,7.31049886,-7.392015318,-6.491233817,-6.487918129
1.14,-0.1703337995,-2.050108909,-4.530398487,-2.438779692,-0.4362318117,1.159042482,-1.386318478,4.064449593,4.238017424,-2.783512344,0.5742218769,-3.650415596,7.288429101,3.924710769,-2.371908877,5.66188995,1.223727234,-0.3509814456,-0.07265154131,-0.2005568867,0.08450416848,-1.679527633,1.033173428,5.715317479,6.272263085,-5.769948933,7.020483833,-7.152265216,-6.434801893,-6.319072892
1.15,-0.01196024862,-1.813724647,-4.285326589,-2.182550677,-0.4039930691,0.4074077165,-1.332875648,3.771848271,3.901838774,-3.587850411,0.7461878056,-4.489195629,6.943053385,3.901316834,-2.249340993,5.918794811,1.335028417,-0.3661021792,-0.08435819741,-0.4223022745,0.2536577096,-1.237266307,0.4936486098,5.024106369,5.810531393,-5.359738138,6.692960524,-6.878120719,-6.347148659,-6.119576653
